filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
results/Chatelier_gut_obesity_binGMM_nb10_aun_0.0_1.0_inipara_random_from_data_covariance_typ_tied/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231216_115647c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.84	0.786	0.488	0.509	0.0	-1.0	-1.0	-1.0	-1.0	70.33	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.748	0.536	0.904	0.767	0.406	0.544	0.041	-1.0	-1.0	-1.0	-1.0	7.75	25.0	0	1
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.571	0.842	0.747	0.486	0.553	0.0	-1.0	-1.0	-1.0	-1.0	14.06	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.676	0.571	0.879	0.746	0.439	0.551	0.0	-1.0	-1.0	-1.0	-1.0	21.984	16.0	0	3
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.846	0.709	0.481	0.571	0.0	-1.0	-1.0	-1.0	-1.0	29.919	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.776	0.679	0.928	0.793	0.37	0.509	0.375	-1.0	-1.0	-1.0	-1.0	37.872	35.0	0	5
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.72	0.571	0.896	0.817	0.419	0.483	0.039	-1.0	-1.0	-1.0	-1.0	46.264	22.0	0	6
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.736	0.643	0.907	0.788	0.403	0.512	0.214	-1.0	-1.0	-1.0	-1.0	53.943	26.0	0	7
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.607	0.845	0.747	0.48	0.547	0.0	-1.0	-1.0	-1.0	-1.0	61.696	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.519	0.883	0.778	0.437	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	69.266	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193025c1.0di-1ch3dfc0.0file_sum_ok.txt	0.614	0.593	0.839	0.786	0.489	0.51	0.0	-1.0	-1.0	-1.0	-1.0	76.865	8.0	1	0
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.748	0.536	0.903	0.766	0.407	0.545	0.041	-1.0	-1.0	-1.0	-1.0	9.576	25.0	0	1
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.841	0.749	0.486	0.552	0.0	-1.0	-1.0	-1.0	-1.0	17.018	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.672	0.571	0.879	0.747	0.439	0.551	0.0	-1.0	-1.0	-1.0	-1.0	25.829	16.0	0	3
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.845	0.711	0.481	0.57	0.0	-1.0	-1.0	-1.0	-1.0	34.005	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.772	0.679	0.927	0.797	0.371	0.506	0.375	-1.0	-1.0	-1.0	-1.0	43.504	35.0	0	5
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.708	0.571	0.893	0.817	0.424	0.483	0.039	-1.0	-1.0	-1.0	-1.0	52.571	21.0	0	6
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.728	0.643	0.901	0.786	0.411	0.514	0.214	-1.0	-1.0	-1.0	-1.0	61.569	24.0	0	7
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.845	0.747	0.479	0.548	0.0	-1.0	-1.0	-1.0	-1.0	69.973	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.709	0.519	0.883	0.776	0.437	0.526	-0.233	-1.0	-1.0	-1.0	-1.0	78.738	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193145c1.0di-1ch3dfc0.0file_sum_ok.txt	0.629	0.593	0.844	0.785	0.482	0.51	0.0	-1.0	-1.0	-1.0	-1.0	86.19	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.748	0.536	0.901	0.765	0.408	0.546	0.041	-1.0	-1.0	-1.0	-1.0	9.923	25.0	0	1
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.84	0.748	0.486	0.552	0.0	-1.0	-1.0	-1.0	-1.0	18.419	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.668	0.571	0.873	0.746	0.445	0.552	0.0	-1.0	-1.0	-1.0	-1.0	27.339	15.0	0	3
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.844	0.712	0.482	0.57	0.0	-1.0	-1.0	-1.0	-1.0	36.28	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.772	0.679	0.927	0.796	0.37	0.505	0.375	-1.0	-1.0	-1.0	-1.0	45.653	36.0	0	5
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.708	0.536	0.892	0.814	0.425	0.485	-0.024	-1.0	-1.0	-1.0	-1.0	53.548	21.0	0	6
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.72	0.643	0.894	0.78	0.42	0.516	0.214	-1.0	-1.0	-1.0	-1.0	62.685	22.0	0	7
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.844	0.747	0.48	0.549	0.0	-1.0	-1.0	-1.0	-1.0	71.203	9.0	0	8
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.519	0.881	0.776	0.438	0.527	-0.233	-1.0	-1.0	-1.0	-1.0	79.833	17.0	0	9
results/Chatelier_gut_obesity_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193314c1.0di-1ch3dfc0.0file_sum_ok.txt	0.633	0.593	0.843	0.785	0.482	0.51	0.0	-1.0	-1.0	-1.0	-1.0	87.793	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.7	0.536	0.885	0.755	0.428	0.552	0.0	-1.0	-1.0	-1.0	-1.0	9.065	20.0	0	1
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.839	0.742	0.487	0.552	0.0	-1.0	-1.0	-1.0	-1.0	17.639	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.648	0.571	0.86	0.735	0.461	0.559	0.0	-1.0	-1.0	-1.0	-1.0	27.331	12.0	0	3
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.62	0.571	0.844	0.709	0.482	0.572	0.0	-1.0	-1.0	-1.0	-1.0	36.159	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.679	0.93	0.791	0.366	0.502	0.375	-1.0	-1.0	-1.0	-1.0	44.866	38.0	0	5
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.72	0.571	0.887	0.818	0.43	0.485	0.039	-1.0	-1.0	-1.0	-1.0	52.756	20.0	0	6
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.712	0.643	0.884	0.776	0.433	0.519	0.214	-1.0	-1.0	-1.0	-1.0	61.618	19.0	0	7
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.84	0.742	0.486	0.552	0.0	-1.0	-1.0	-1.0	-1.0	70.029	8.0	0	8
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.556	0.884	0.774	0.435	0.528	-0.187	-1.0	-1.0	-1.0	-1.0	78.919	18.0	0	9
results/Chatelier_gut_obesity_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193445c1.0di-1ch3dfc0.0file_sum_ok.txt	0.629	0.593	0.842	0.782	0.483	0.513	0.0	-1.0	-1.0	-1.0	-1.0	87.145	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.536	0.881	0.751	0.433	0.553	0.0	-1.0	-1.0	-1.0	-1.0	9.014	19.0	0	1
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.839	0.741	0.487	0.552	0.0	-1.0	-1.0	-1.0	-1.0	17.117	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.648	0.571	0.859	0.735	0.462	0.56	0.0	-1.0	-1.0	-1.0	-1.0	28.708	12.0	0	3
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.843	0.71	0.482	0.572	0.0	-1.0	-1.0	-1.0	-1.0	37.928	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.679	0.929	0.791	0.368	0.502	0.375	-1.0	-1.0	-1.0	-1.0	47.621	38.0	0	5
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.704	0.571	0.883	0.818	0.435	0.486	0.039	-1.0	-1.0	-1.0	-1.0	56.292	19.0	0	6
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.712	0.643	0.883	0.776	0.434	0.52	0.214	-1.0	-1.0	-1.0	-1.0	65.319	19.0	0	7
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.839	0.742	0.487	0.553	0.0	-1.0	-1.0	-1.0	-1.0	73.393	8.0	0	8
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.556	0.883	0.773	0.436	0.528	-0.187	-1.0	-1.0	-1.0	-1.0	82.183	18.0	0	9
results/Chatelier_gut_obesity_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193615c1.0di-1ch3dfc0.0file_sum_ok.txt	0.629	0.593	0.842	0.782	0.483	0.513	0.0	-1.0	-1.0	-1.0	-1.0	90.308	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.536	0.88	0.75	0.434	0.553	0.0	-1.0	-1.0	-1.0	-1.0	8.806	19.0	0	1
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.838	0.741	0.487	0.552	0.0	-1.0	-1.0	-1.0	-1.0	16.21	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.648	0.571	0.859	0.734	0.462	0.56	0.0	-1.0	-1.0	-1.0	-1.0	23.807	12.0	0	3
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.843	0.71	0.483	0.572	0.0	-1.0	-1.0	-1.0	-1.0	31.617	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.679	0.928	0.793	0.369	0.502	0.375	-1.0	-1.0	-1.0	-1.0	40.647	38.0	0	5
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.704	0.571	0.883	0.818	0.436	0.487	0.039	-1.0	-1.0	-1.0	-1.0	49.741	19.0	0	6
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.704	0.643	0.882	0.775	0.435	0.521	0.214	-1.0	-1.0	-1.0	-1.0	58.563	19.0	0	7
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.839	0.74	0.487	0.553	0.0	-1.0	-1.0	-1.0	-1.0	66.285	8.0	0	8
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.556	0.882	0.773	0.437	0.528	-0.187	-1.0	-1.0	-1.0	-1.0	74.647	18.0	0	9
results/Chatelier_gut_obesity_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193749c1.0di-1ch3dfc0.0file_sum_ok.txt	0.629	0.593	0.841	0.782	0.484	0.513	0.0	-1.0	-1.0	-1.0	-1.0	82.419	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.676	0.536	0.876	0.752	0.438	0.554	0.0	-1.0	-1.0	-1.0	-1.0	9.875	18.0	0	1
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.838	0.742	0.488	0.552	0.0	-1.0	-1.0	-1.0	-1.0	19.063	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.628	0.571	0.854	0.736	0.468	0.56	0.0	-1.0	-1.0	-1.0	-1.0	28.532	11.0	0	3
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.843	0.711	0.483	0.572	0.0	-1.0	-1.0	-1.0	-1.0	36.675	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.679	0.927	0.793	0.37	0.502	0.375	-1.0	-1.0	-1.0	-1.0	46.423	38.0	0	5
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.696	0.571	0.878	0.817	0.441	0.487	0.039	-1.0	-1.0	-1.0	-1.0	55.346	18.0	0	6
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.688	0.643	0.877	0.773	0.44	0.521	0.214	-1.0	-1.0	-1.0	-1.0	64.482	18.0	0	7
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.839	0.741	0.487	0.554	0.0	-1.0	-1.0	-1.0	-1.0	72.926	8.0	0	8
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.701	0.556	0.881	0.772	0.437	0.528	-0.187	-1.0	-1.0	-1.0	-1.0	81.482	18.0	0	9
results/Chatelier_gut_obesity_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_193914c1.0di-1ch3dfc0.0file_sum_ok.txt	0.629	0.593	0.841	0.782	0.484	0.514	0.0	-1.0	-1.0	-1.0	-1.0	89.716	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.676	0.536	0.876	0.751	0.439	0.554	0.0	-1.0	-1.0	-1.0	-1.0	9.554	18.0	0	1
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.837	0.742	0.488	0.552	0.0	-1.0	-1.0	-1.0	-1.0	18.147	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.628	0.571	0.854	0.733	0.468	0.561	0.0	-1.0	-1.0	-1.0	-1.0	27.282	11.0	0	3
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.842	0.711	0.483	0.572	0.0	-1.0	-1.0	-1.0	-1.0	37.462	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.772	0.679	0.926	0.793	0.371	0.502	0.375	-1.0	-1.0	-1.0	-1.0	47.519	38.0	0	5
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.696	0.571	0.878	0.815	0.441	0.488	0.039	-1.0	-1.0	-1.0	-1.0	56.254	18.0	0	6
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.692	0.643	0.877	0.772	0.44	0.521	0.214	-1.0	-1.0	-1.0	-1.0	64.972	18.0	0	7
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.612	0.607	0.838	0.74	0.487	0.554	0.0	-1.0	-1.0	-1.0	-1.0	72.863	8.0	0	8
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.705	0.556	0.88	0.772	0.438	0.528	-0.187	-1.0	-1.0	-1.0	-1.0	81.54	18.0	0	9
results/Chatelier_gut_obesity_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194047c1.0di-1ch3dfc0.0file_sum_ok.txt	0.629	0.593	0.84	0.782	0.484	0.514	0.0	-1.0	-1.0	-1.0	-1.0	89.533	9.0	1	0
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.672	0.536	0.872	0.752	0.444	0.554	0.0	-1.0	-1.0	-1.0	-1.0	9.156	17.0	0	1
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.616	0.571	0.837	0.742	0.488	0.552	0.0	-1.0	-1.0	-1.0	-1.0	16.958	8.0	0	2
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.62	0.571	0.844	0.735	0.48	0.56	0.0	-1.0	-1.0	-1.0	-1.0	24.86	9.0	0	3
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.624	0.571	0.842	0.712	0.483	0.572	0.0	-1.0	-1.0	-1.0	-1.0	32.717	8.0	0	4
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.768	0.679	0.925	0.792	0.372	0.501	0.375	-1.0	-1.0	-1.0	-1.0	42.469	38.0	0	5
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.696	0.571	0.877	0.815	0.441	0.489	0.039	-1.0	-1.0	-1.0	-1.0	50.991	18.0	0	6
results/Chatelier_gut_obesity_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o3adam_lr-1.0de0.0e500_20231214_194219c1.0di-1ch3dfc0.0file_sum_ok.txt	0.688	0.643	0.876	0.772	0.44	0.521	0.214	-1.0	-1.0	-1.0	-1.0	59.484	18.0	0	7
